,FMID,MarketName,Website,Facebook,Twitter,Youtube,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Season1 Start Date,Season1 End Date,Season2 Start Date,Season2 End Date,Season3 Start Date,Season3 End Date,Season4 Start Date,Season4 End Date,Season1Time Mon,Season1Time Tue,Season1Time Wed,Season1Time Thu,Season1Time Fri,Season1Time Sat,Season1Time Sun,Season2Time Mon,Season2Time Tue,Season2Time Wed,Season2Time Thu,Season2Time Fri,Season2Time Sat,Season2Time Sun,Season3Time Mon,Season3Time Tue,Season3Time Wed,Season3Time Thu,Season3Time Fri,Season3Time Sat,Season3Time Sun,Season4Time Mon,Season4Time Tue,Season4Time Wed,Season4Time Thu,Season4Time Fri,Season4Time Sat,Season4Time Sun
3279,1004995,"Greenwood, WI Farmers Market",http://www.clarkcountytourism-wi.org,https://www.facebook.com/pages/Clark-County-Economic-Development-Corporation-and-Tourism-Bureau/347692531983119,,,414 S. Main,Greenwood,Clark,Wisconsin,54437,-90.59796899999999,44.762634000000006,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/24/2013 2:09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,1009513,"Grenada, MS Farmers Market ",,https://www.facebook.com/TheGrenadaFarmersMarket,,,in the parking lot in front of The Dollar Tree and other stores,Grenada,,Mississippi,,-89.809998,33.784,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,1004666,Grenora Farmers Market,,,,,Main St.,Grenora,Williams,North Dakota,58845,-103.93700000000001,48.617802000000005,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,1018472,Gretna Farmers Market,http://www.gretnafarmersmarket.org,Gretna Farmers' Market ,,,739 Third Street,Gretna,Jefferson,Louisiana,70053,-90.065361,29.916508,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,7/26/2018 4:39:21 PM,01/01/2018,12/31/2018,,,,,,,,,,,,8:30 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,
3283,1006436,Greybull Farmers Market,,,,,Pamida North 6th Street,Greybull,Big Horn,Wyoming,82410,-108.055,44.497002,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,1001966,Gridley Farmers Market,,https://www.facebook.com/pages/Gridley-BID-Chamber-of-Commerce/134106769959464,,,Daddow Park,Gridley,Butte,California,95948,-121.69514,39.36462,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/13/2014 5:06:05 PM,05/20/2014,08/19/2014,,,,,,,,5:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,1007552,Gridley Farmers Market,,,,,Main Street,Gridley,Coffey County,Kansas,,-95.88310200000001,38.097401,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,1000952,Grimes Farmers Market,,,,,True Value parking lot,Grimes,Polk,Iowa,50111,-93.793503,41.6884,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,1004247,Grinnell Farmers Market,http://www.grinnellchamber.org,,,,"Central Park, east side of Broad Street",Grinnell,Poweshiek,Iowa,50112,-92.764999,41.7673,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,1004661,Griswold Farmers Market,,,,,Corner of Hwy 92 & Montgomery Street,Griswold,Cass,Iowa,51535,-95.141403,41.234798,N,N,N,N,N,,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/12/2011 10:54:35 PM,06/01/2011 10:54:35 PM,09/01/2011 10:54:35 PM,,,,,,,,,,4:30 pm - 6:30 pm,,,,,,,,,,,,,,,,,,,,,,,,
3289,1012182,Grizzly Green Market,http://www.umt.edu/dining/Sustainability/Grizzly%20Green%20Market/default.php,,,,32 Campus Drive,Missoula,Missoula,Montana,59812,-113.98308999999999,46.860229,Y,N,N,N,N,,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,7/1/2016 11:53:16 AM,01/01/2016,12/31/2016,,,,,,,,,,10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
3290,1004324,Groton Farmers Market,http://www.grotonfarmersmarket.org ,https://www.facebook.com/pages/Groton-Farmers-Market/79101905869,,,160 chicopee row,Groton Ma,Middlesex,Massachusetts,01450,-71.550179,42.626633,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3/18/2014 9:16:46 PM,07/11/2014,10/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,1007465,Groton Farmers Market,,,,,Groton Shopping Plaza,Groton,New London,Connecticut,06340,-72.05169699999999,41.348801,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,1008831,Groton Growers Farmers' Market,http://www.grotongrowers.org,https://www.facebook.com/pages/Groton-Growers-Farmers-Market/139580446109266,,,1476 Scott Highway,Groton,Caledonia,Vermont,,-72.197395,44.211525,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/23/2015 2:24:10 PM,05/23/2015,09/26/2015,10/17/2015,04/16/2016,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,10:00 AM-1:00 PM,,,,,,,,,,,,,,,
3293,1009188,Grove City Farmers' Market ,http://www.gcchamber.org/upcoming-events.html,,,,Grove City Town Center on Broadway,Grove City,,Ohio,43123,-83.093597,39.882197999999995,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,1005038,GROVE HILL FARMERS MARKET,,,,,117 COBB ST.,GROVE HILL,Clarke,Alabama,36451,-87.776726,31.709833000000003,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/14/2013 12:10:47,06/13/2013,11/07/2013,,,,,,,,,,3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
3295,1007026,Grove Park Farmers' Market,,,,,"Corner of 4th & Walnut Street Grove Park, Schuyler Co.",Elmira,Schuyler County,New York,,-76.820099,42.092098,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,1016808,Groveport Farmers' Market ,http://GroveportMarket.com,,,,Main Street and Front Street,Groveport,Franklin,Ohio,43125,-82.88237,39.851215,Y,N,N,N,Y,,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/22/2017 9:22:44 PM,05/30/2017,09/25/2017,,,,,,,,5:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,1019088,Grow Baton Rouge Farmers Market,http://www.GrowBatonRouge.com,http://facebook.com/GrowBatonRouge,,,4000 Gus Young Ave,baton rouge,East Baton Rouge,Louisiana,70802,-91.149117,30.461756,Y,Y,N,N,Y,,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,Y,5/6/2018 2:44:38 PM,05/19/2018,10/20/2018,,,,,,,,,,,,10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
3298,1012619,Grow Benzie Farmers Market,http://www.GrowBenzie.org/,https://www.facebook.com/Growbenzie/?fref=ts,,,5885 Frankfort Hwy.,Benzonia,Benzie,Michigan,49616,-86.12149000000001,44.630835999999995,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,7/14/2016 7:59:55 PM,06/06/2016,10/03/2016,,,,,,,3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,1012689,Grow Dat Youth Farm Farmstand,http://growdatyouthfarm.org,https://www.facebook.com/pages/Grow-Dat-Youth-Farm/193229134029719?fref=ts,https://twitter.com/GrowDatNOLA,,150 Zachary Taylor Dr. ,New Orleans ,Orleans,Louisiana,70116,-90.092812,29.994371,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/18/2016 11:21:46 AM,01/07/2017,06/24/2017,,,,,,,,,,,,9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
3300,1005107,Grow Newberry Main Street Farmers Market,,,,,Memorial Square,Newberry,Newberry,South Carolina,29108,-81.598297,34.270302,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,1009190,Grow'n Growers Farmers Market ,,https://www.facebook.com/grow.n.growers,,,"Firemen's Park, Corner of 1st Street & Bus 83",McAllen,,Texas,78501,-98.21929899999999,26.201401,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,1006832,Growers Market of Fuquay-Varina,http://www.Growers-Market.org,,,,102 N. Main St.,Fuquay-Varina,Wake,North Carolina,27526,-78.799301,35.584599,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2011 9:37:07 AM,04/01/2011 9:37:07 AM,10/01/2011 9:37:07 AM,,,,,,,,,3:00 pm - 6:00 pm,,,9:00 am - 2:00 pm,,,,,,,,,,,,,,,,,,,,,,
3303,1012055,Grown to Go Mobile Market - Western Goochland,http://www.rvagriculture.org,https://www.facebook.com/RVAgriculture.org/?fref=ts,https://www.twitter.com/rvag_inc,,2397 Hadensville Fife Road,Goochland,Goochland,Virginia,23063,-78.05635799999999,37.740097,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 10:37:26 AM,07/10/2016,10/16/2016,,,,,,,,,,,,,1:00 PM-2:30 PM,,,,,,,,,,,,,,,,,,,,,
3304,1010541,Grundy County/Tracy City Farmers Market,,Tracy-City-Farmers-Market,,,14475 Hwy 41,Tracy City,Grundy,Tennessee,37387,-85.743973,35.258697999999995,Y,N,N,N,Y,,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/22/2014 2:39:43 PM,05/01/2014,10/01/2014,10/01/2014,04/01/2015,,,,,,,,2:00 PM-5:00 PM,,9:00 AM-12:00 PM,,,,,3:00 PM-4:00 PM,,10:00 AM-11:00 AM,,,,,,,,,,,,,,,
3305,1002709,Grundy Farmers Market,,,,,"On 7th Street, East of Courthouse",Grundy Center,Grundy,Iowa,50638,-92.777603,42.365101,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 27 2010  1:58PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,1002079,Guadalupe Valley Gardener's Market,http://www.guadalupevalleygardenersmarket.com,,,,510 E. Court Street,Seguin,Guadalupe,Texas,78155,-97.960899,29.569401,N,Y,N,N,N,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/28/2013 8:12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,1002080,Guadalupe Valley Gardener's Market,http://www.guadalupevalleygardenersmarket.com,,,,100 E Donegan,Seguin,Guadalupe,Texas,78155,-97.963699,29.5679,N,Y,N,N,N,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/28/2013 8:12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,1000463,Gualala CFM,http://www.mcfarm.org,,,,47950 Center St,Gualala,Mendocino,California,95445,-123.521,38.762001,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 17 2010 11:09AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,1004091,Guerneville Farmers Market,,,,,16209 First Street,Villa Grande,Sonoma,California,95486,-123.023,38.474602000000004,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,1003607,Guernsey County Farmers Market,http://www.guernseycountyfarmersmarket.com,,,,801 Wheeling Avenue,Cambridge,Guernsey,Ohio,43725,-81.589996,40.024799,N,Y,N,N,N,,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/2/2011 10:08:11 PM,05/01/2011 10:08:11 PM,10/01/2011 10:08:11 PM,,,,,,,,,,,9:00 pm - 1:00 pm,,,,,,,,,,,,,,,,,,,,,,,
3311,1018028,Guernsey Farmers Market,,Guernsey Farmers Market,,,Davis Park,"Guernsey, Wyoming",Platte,Wyoming,82214,-104.74537,42.26918,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,5/30/2017 10:13:46 AM,07/22/2017,09/30/2017,,,,,,,,,,,,12:00 PM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,
3312,1002265,Gueydan Farmer's Market,http://www.gueydanfarmersmarket.com,,,,600 Main St.,Gueydan,Vermilion,Louisiana,70542,-92.50797299999999,30.025551,N,N,N,Y,N,,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/5/2012 10:38:27 AM,06/01/2012 10:38:27 AM,11/01/2012 10:38:27 AM,,,,,,,,,,,,8:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,
3313,1005050,Guide Rock Farmers Market,,,,,Intersection of Hwys 78 & 136,Guide Rock,Webster,Nebraska,68942,-98.518097,40.090199,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,1006607,Guilford Farmers Market,,,,,1305 Battleground Avenue,Greensboro,Guilford,North Carolina,27298,-79.8097,36.090697999999996,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,1008068,Gulfport Harbor Farmers Market,,https://www.facebook.com/gulfportharborfarmersmarket,,,1070 23rd Ave.,Gulfport ,Harrison,Mississippi,39501,-89.090179,30.364058,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,4/9/2015 9:33:07 AM,04/01/2015,10/31/2015,,,,,,,,,9:00 AM-1:00 PM,,,2:00 PM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,
3316,1002652,Gulfport Tuesday Fresh Market,http://www.GulfportMarket.com,https://www.facebook.com/gulfportfreshmarket,https://twitter.com/TuesdayMarket,,3000 Beach Blvd. South,Gulfport,Pinellas,Florida,33707,-82.70779399999999,27.740097,Y,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3/13/2014 3:59:28 PM,06/01/2014,09/01/2014,10/01/2014,05/26/2015,,,,,,9:00 AM-2:00 PM,,,,,,,9:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,
3317,1005025,Gulley Greenhouse Farmers' Market,http://www.gulleygreenhouse.com,,,,6029 S. Shields,Fort Collins,Larimer,Colorado,,-105.09700000000001,40.501499,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,1001675,Gunnison Farmers Market,http://www.gunnisonfarmersmarket.com,https://www.facebook.com/pages/Gunnison-Farmers-Market/132413843443126,,,East Virginia,Gunnison,Gunnison,Colorado,81230,-106.9264,38.54562,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,4/22/2014 3:24:24 PM,06/14/2014,10/25/2014,,,,,,,,,,,,9:30 AM-1:30 PM,,,,,,,,,,,,,,,,,,,,,,
3319,1007191,Gunnison Farmers Market,,,,,,Gunnison,Sanpete County,Utah,,-111.818,39.143299,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,1006730,Guntersville Farmers Market,,https://www.facebook.com/guntersvillefarmersmarket/,,,880 Sunset Dr.,Guntersville ,Marshall,Alabama,35976,-86.310738,34.360203000000006,Y,N,N,N,N,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,6/27/2016 4:48:44 PM,04/01/2016,11/29/2016,,,,,,,,7:00 AM-1:00 PM,,7:00 AM-1:00 PM,,7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
3321,1005113,Gurnee Farmers Market,,,,,Grand Ave. & Kilbourne Rd.,Gurnee,Lake,Illinois,60031,-87.911598,42.370998,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,1000509,Guthrie Center Farmers Market,,,,,S. 4th St. between Rummelharts Financial Service and Guthrie Center Communications,Guthrie Center,Guthrie,Iowa,50115,-94.503304,41.6772,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,1018619,Guttenberg Farmers Market,http://www.guttenbergiowa.net/farmers-market.html,https://www.facebook.com/GuttenbergFarmersMarket/,,,400 Block of South River Park Drive,Guttenberg,Clayton,Iowa,52052,-91.095444,42.782433000000005,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/26/2018 5:09:10 PM,05/20/2017,10/28/2017,,,,,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
3324,1007645,Hackensack Farmers' Market,,,,,"3912 N Pleasant Lake Drive NW, Countryside Food Co-op parking lot on Highway 371 South",Hackensack,Cass County,Minnesota,,-94.487701,46.932499,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,1003073,Hackettstown's Moore Street Farmers / Open Air Market,http://www.hackettstownbid.com/news/2014/3/moore-street-market-june-7th-sept,https://www.facebook.com/events/781457275197957/,,,Main & Moore Street,Hackettstown,Warren,New Jersey,07840,-74.828514,40.852959000000006,Y,Y,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 11:34:11 AM,06/07/2014,09/27/2014,,,,,,,,,,,,10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,
3326,1004644,Haddonfield Farmers Market,http://www.haddonfieldfarmersmarket.org/,,,,Kings Court On Kings Highway,Haddonfield,Camden,New Jersey,08033,-75.032288,39.897739,N,N,N,Y,N,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 4:29:08 PM,05/01/2012 4:29:08 PM,10/01/2012 4:29:08 PM,,,,,,,,,,,,8:30 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,
3327,1003014,Haile Village Farmers Market,http://www.hailefarmersmarket.com,,,,5211 SW 91st Terrace,Gainesville,Alachua,Florida,32605,-82.439003,29.6061,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/11/2013 2:47:29 PM,,,,,,,,,,,,,,8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
3328,1005877,Hailey Farmers' Market,http://www.wrfarmersmarket.org,,,,Main Street between Sturtevants and Bank of America,Hailey,Blaine,Idaho,83333,-114.3167,43.520889000000004,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,4/26/2012 8:31:47 PM,06/01/2012 8:31:47 PM,10/01/2012 8:31:47 PM,,,,,,,,,,2:00 AM - 6:00 AM,,,,,,,,,,,,,,,,,,,,,,,,
3329,1007676,HAINES CITY FARMERS MARKET,http://www.ci.haines-city.fl.us,,,,RAILROAD PARK DOWNTOWN HAINES CITY (6TH AND JONES AVE),HAINES CITY,Polk,Florida,33844,-81.626602,28.1082,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  1 2010  2:41PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,1006354,Haines Farmer Market,,,,,Located in Payson's Pavilion in the Fair Grounds,Haines,Haines,Alaska,99827,-135.466,59.233101,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  2:29PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,1002037,Haines State Park Farmers' Market,http://www.rigrown.ri.gov,,,,Haines Memorial State Park,Barringon,Bristol,Rhode Island,,-71.3451,41.752701,Y,Y,Y,Y,Y,,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,12/9/2016 12:18:19,05/04/2016,10/25/2017,,,,,,,,,2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,
3332,1005265,Halawa District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,99-795 Iwaiwa Street,Aiea,Honolulu,Hawaii,96701,-157.91495,21.373293,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,1/24/2019 3:51:27 PM,01/01/2019,12/31/2019,,,,,,,,,,,7:00 AM-8:00 AM,,,,,,,,,,,,,,,,,,,,,,,
3333,1002218,Hale'iwa Farmers' Market,http://www.haleiwafarmersmarket.com,https://www.facebook.com/pages/Haleiwa-Farmers-Market/165600733499663,https://twitter.com/farmlovers,http://www.youtube.com/user/HaleiwaFarmersMarket,59-864 Kamehameha Hwy,Hale'iwa,Honolulu,Hawaii,96712,-158.05447,21.636543,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,3/23/2015 8:17:12 PM,01/01/2014,12/31/2014,,,,,,,,,,2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
3334,1008174,Haleyville Farmers Market,,https://www.facebook.com/HaleyvilleFarmersMarket?ref=tn_tnmn,,,Hwy 195 and 20th Ave.,Haleyville,Winston,Alabama,35553,-87.608253,34.231730999999996,Y,N,N,Y,Y,,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/19/2014 12:15:41,06/03/2013,12/02/2013,,,,,,,,5:00 AM-,,5:00 AM-,,5:00 AM-,,,,,,,,,,,,,,,,,,,,,,
3335,1001481,Hall County Farmers Market,http://www.hallfarmers.org,,,,Jesse Jewell Pkwy SE and E Crescent Drive,Gainsville,Hall,Georgia,30503,-83.790604,34.315601,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,1006936,Hallowell Market,,,,,Water St. (Rt. 201),Hallowell,Kennebec,Maine,04347,-69.789902,44.2868,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,1003137,Halls Mill Road Farmers Market,,,,,2245 Halls Mill Road,Mobile,Mobile,Alabama,36606,-88.0961,30.6609,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/24/2014 1:18:37 PM,05/12/2014,07/24/2014,,,,,,,,7:00 AM-12:00 PM,,7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
3338,1008582,Hallsville Farmers' Market,,,,,Hwy OO,Hallsville,Boone,Missouri,65255,-92.21102900000001,39.11124,N,N,N,N,N,,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/26/2013 4:25:38 PM,04/13/2013,10/26/2013,,,,,,,,4:00 PM-6:00 PM,,,,2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,
3339,1001725,Hamburg Farmers' Market,http://www.hamburg-chamber.org/visit/farmers_market.aspx,https://www.facebook.com/Hamburg Farmers Market,,,"Village Parking Lot, Entrances on Main & Union Streets",Hamburg,Erie,New York,14075,-78.831017,42.716843,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,4/22/2014 2:23:35 PM,05/03/2014,11/01/2014,,,,,,,,,,,,7:30 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
